Participant ID,Level,Time,PosX,PosY,PosZ,Facing Angle
440,15,27.23333,0.02469332,1.345437,-0.003877388,268.5789
440,15,27.45556,0.0286825,1.347058,-0.001673408,266.4523
440,15,27.67778,0.04298313,1.353755,-0.002250073,261.418
440,15,27.9,0.07451758,1.364699,0.002589813,255.1399
440,15,28.12222,0.1077965,1.369122,0.0149047,253.4733
440,15,28.34444,0.1370167,1.366826,0.02852454,255.3579
440,15,28.56667,0.156798,1.3608,0.04046272,259.8271
440,15,28.78889,0.1666475,1.360391,0.0503201,261.1249
440,15,29.01111,0.1577533,1.360356,0.04559001,247.449
440,15,29.23333,0.161966,1.366509,0.05423518,244.0753
440,15,29.45556,0.1568629,1.370419,0.07509851,248.294
440,15,29.67778,0.1632771,1.370303,0.09398334,255.6594
440,15,29.9,0.1577808,1.367809,0.09802834,255.8833
440,15,30.12222,0.1285665,1.34331,0.06498336,231.3811
440,15,30.34444,0.1144481,1.319083,0.009275703,210.0099
440,15,30.56667,0.105209,1.304823,-0.05602111,205.5156
440,15,30.78889,0.09529161,1.293607,-0.1220595,205.6215
440,15,31.01111,0.1023313,1.282135,-0.1770809,208.7374
440,15,31.23333,0.1150892,1.273243,-0.2244769,212.6729
440,15,31.45556,0.1181538,1.268889,-0.2749217,218.4698
440,15,31.67778,0.09740823,1.262224,-0.3381638,220.2565
440,15,31.9,0.05038931,1.268563,-0.4186219,218.1026
440,15,32.12222,0.01043358,1.269203,-0.5126251,219.8421
440,15,32.34444,-0.006886129,1.267812,-0.5971481,223.6467
440,15,32.56667,0.002537867,1.260658,-0.6687138,234.5827
440,15,32.78889,0.02911504,1.26478,-0.7196835,248.8947
440,15,33.01111,0.05052016,1.260324,-0.7497958,255.4231
440,15,33.23333,0.05872397,1.256502,-0.7725321,259.6532
440,15,33.45555,0.0624069,1.252988,-0.7938154,251.1438
440,15,33.67778,0.0615682,1.252285,-0.8208165,233.6229
440,15,33.9,0.01085546,1.252507,-0.8477699,225.7366
440,15,34.12222,-0.1235792,1.243275,-0.8828101,215.4174
440,15,34.34444,-0.3073913,1.264253,-0.9354819,205.1477
440,15,34.56667,-0.4638243,1.297016,-1.027352,195.9642
440,15,34.78889,-0.5888928,1.276081,-1.154402,187.9287
440,15,35.01111,-0.6788866,1.276187,-1.314315,184.386
440,15,35.23333,-0.7614675,1.305435,-1.46967,179.1475
440,15,35.45555,-0.8259361,1.286142,-1.629601,175.4426
440,15,35.67778,-0.8789363,1.293744,-1.799471,165.8463
440,15,35.9,-0.8825417,1.292792,-1.986688,148.5316
440,15,36.12222,-0.8596102,1.25129,-2.169307,134.1175
440,15,36.34444,-0.7958723,1.240812,-2.3537,124.9863
440,15,36.56667,-0.7377238,1.252586,-2.509111,113.8481
440,15,36.78889,-0.7017297,1.240304,-2.626538,102.4956
440,15,37.01111,-0.6868967,1.241255,-2.746521,87.7704
440,15,37.23333,-0.648798,1.252725,-2.885547,82.41773
440,15,37.45555,-0.5595506,1.234024,-2.98804,79.22163
440,15,37.67778,-0.441317,1.201936,-3.042977,76.34106
440,15,37.9,-0.3592963,1.21175,-3.053878,61.0825
440,15,38.12222,-0.3605976,1.209224,-3.056753,26.13898
440,15,38.34444,-0.4464528,1.183231,-3.115831,325.9127
440,15,38.56667,-0.5503669,1.189594,-3.199697,287.2464
440,15,38.78889,-0.6950932,1.18472,-3.234845,282.8275
440,15,39.01111,-0.8303382,1.207159,-3.227343,296.7264
440,15,39.23333,-0.959734,1.241551,-3.22438,306.1328
440,15,39.45555,-1.118608,1.23175,-3.195663,312.5645
440,15,39.67778,-1.294193,1.254222,-3.12418,316.7246
440,15,39.9,-1.442986,1.30041,-3.0771,322.7419
440,15,40.12222,-1.54697,1.311544,-3.045739,331.0355
440,24,80.02222,0.8787949,1.280919,-3.127588,351.5487
440,24,80.24445,0.8841029,1.284714,-3.139077,349.0763
440,24,80.46667,0.8920953,1.285704,-3.147854,350.2536
440,24,80.68889,0.8996412,1.286493,-3.148069,352.7857
440,24,80.91111,0.9029794,1.286058,-3.149189,352.5405
440,24,81.13333,0.8898727,1.277557,-3.143368,338.4883
440,24,81.35556,0.8512841,1.257966,-3.144623,304.2512
440,24,81.57778,0.8221515,1.241707,-3.147055,281.2015
440,24,81.8,0.8129482,1.231602,-3.137678,273.713
440,24,82.02222,0.7944537,1.22262,-3.113033,269.07
440,24,82.24445,0.7071551,1.22121,-3.1158,273.86
440,24,82.46667,0.5498925,1.207765,-3.161183,274.7934
440,24,82.68889,0.3767906,1.235837,-3.192494,276.5367
440,24,82.91111,0.1891408,1.244493,-3.198278,276.5527
440,24,83.13334,-0.02147978,1.246703,-3.156715,272.0809
440,24,83.35556,-0.2310181,1.285878,-3.147032,271.8267
440,24,83.57778,-0.4146023,1.277317,-3.14592,280.8164
440,24,83.8,-0.5586604,1.281671,-3.139779,295.0352
440,24,84.02222,-0.64332,1.291756,-3.100152,312.017
440,24,84.24445,-0.6741241,1.284927,-3.011313,334.0575
440,24,84.46667,-0.6966044,1.275875,-2.854727,342.6718
440,24,84.68889,-0.7218988,1.292112,-2.683509,345.8347
440,24,84.91111,-0.76539,1.303548,-2.513659,349.953
440,24,85.13334,-0.8381752,1.298799,-2.344795,356.7631
440,24,85.35556,-0.8809518,1.343779,-2.170503,4.167094
440,24,85.57778,-0.8788443,1.341313,-1.989984,10.46706
440,24,85.8,-0.8204656,1.34442,-1.804477,18.60413
440,24,86.02222,-0.7594802,1.382289,-1.622877,28.02035
440,24,86.24445,-0.6954203,1.36914,-1.423278,30.28289
440,24,86.46667,-0.6268595,1.386632,-1.235476,31.18027
440,24,86.68889,-0.5192741,1.404704,-1.065396,23.47276
440,24,86.91111,-0.3780231,1.376899,-0.9005445,12.90332
440,24,87.13334,-0.2117941,1.381604,-0.7437268,0.6509045
440,24,87.35556,-0.09767468,1.410908,-0.5715675,344.3446
440,24,87.57778,-0.03023582,1.397941,-0.38734,331.9695
440,24,87.8,0.01185541,1.414203,-0.1779939,329.687
440,24,88.02222,0.04817467,1.435527,0.03623225,324.9467
440,24,88.24445,0.0656018,1.414303,0.2413937,311.7792
440,24,88.46667,0.05053254,1.458166,0.4316116,293.7581
440,24,88.68889,-0.01417055,1.468035,0.5819451,278.9855
440,24,88.91111,-0.1255188,1.457068,0.6893156,273.5328
440,24,89.13334,-0.2409409,1.488585,0.7891684,276.0124
440,24,89.35556,-0.3608987,1.506759,0.8682812,286.2658
440,24,89.57778,-0.4993595,1.503455,0.9410936,286.4946
440,24,89.8,-0.6495318,1.531447,1.002578,288.8544
440,24,90.02222,-0.8261998,1.532057,1.032849,295.381
440,24,90.24445,-1.009389,1.505773,1.034053,300.1122
440,24,90.46667,-1.205757,1.54252,1.010246,278.2043
440,24,90.68889,-1.360024,1.551872,1.009463,250.5876
440,24,90.91111,-1.494278,1.549189,1.066603,242.417
440,24,91.13334,-1.62938,1.571144,1.204014,282.9788
440,24,91.35556,-1.702036,1.583308,1.324573,327.512
440,24,91.57778,-1.793072,1.582959,1.417031,342.5495
440,24,91.8,-1.847926,1.652975,1.515114,357.8868
440,24,92.02222,-1.891425,1.644695,1.62649,16.48374
440,24,92.24445,-1.898114,1.62038,1.780347,23.344
440,24,92.46667,-1.856462,1.620755,1.937803,40.6287
440,24,92.68889,-1.832118,1.639593,2.075333,53.31893
440,24,92.91111,-1.838768,1.634611,2.237149,56.23606
440,24,93.13334,-1.847543,1.640551,2.415155,62.09741
440,24,93.35556,-1.788319,1.637654,2.583639,69.05444
440,24,93.57778,-1.636134,1.599112,2.728898,71.56298
440,24,93.8,-1.421918,1.606053,2.831661,72.75092
440,24,94.02222,-1.185409,1.627294,2.911091,78.09682
440,24,94.24445,-0.9195545,1.584511,2.987076,76.71787
440,24,94.46667,-0.6663794,1.624122,3.056842,79.2979
440,24,94.68889,-0.4066672,1.618795,3.098904,83.2344
440,24,94.91111,-0.137621,1.605148,3.089218,94.58818
440,24,95.13334,0.122078,1.636445,3.10614,95.8997
440,24,95.35556,0.3952945,1.595676,3.131005,88.05803
440,24,95.57778,0.6538824,1.620309,3.150985,82.12406
440,24,95.8,0.9189783,1.632967,3.134942,83.85832
440,24,96.02222,1.187197,1.595691,3.097777,85.96781
440,24,96.24445,1.424364,1.62696,3.070794,98.52251
440,24,96.46667,1.657958,1.60425,3.051606,116.2724
440,24,96.68889,1.888789,1.611577,3.053355,131.5379
440,24,96.91111,2.102094,1.645681,3.008985,143.0683
440,24,97.13334,2.275695,1.620659,2.899155,154.455
440,24,97.35556,2.411447,1.623578,2.746776,160.5267
440,24,97.57778,2.539002,1.637257,2.58885,160.663
440,24,97.8,2.639664,1.606852,2.379004,159.4448
440,24,98.02222,2.716037,1.631437,2.141222,155.5013
440,24,98.24445,2.756171,1.640499,1.901591,152.0167
440,24,98.46667,2.764584,1.621874,1.646977,142.8429
440,24,98.68889,2.804031,1.662306,1.430532,131.8921
440,24,98.91111,2.833325,1.664642,1.344645,126.2577
440,13,116.1222,-2.857148,1.716563,-0.06904946,85.06903
440,13,116.3444,-2.867912,1.714625,-0.06983729,81.55204
440,13,116.5667,-2.88127,1.71379,-0.08256423,89.42569
440,13,116.7889,-2.894426,1.713033,-0.0893692,92.53723
